Train_no,Train_name,Starts,Ends,No_seats
16206,Talguppa Express,Mysore Junction,Talguppa,20
16227,Talguppa Express,Bangalore Cy Junction,Talguppa,20
7301,Talguppa Express,Mysore Junction,Talguppa,20
12621,Tamil Nadu Express,Chennai Central,New Delhi,20
12622,Tamil Nadu Express,New Delhi,Chennai Central,20
12858,Tamralipta Express,Digha Flag Stn,Howrah Junction,20
12857,Tamralipta Express,Howrah Junction,Digha Flag Stn,20
18451,Tapaswini Express,Hatia,Puri,20
18452,Tapaswini Express,Puri,Rayagada,20
17618,Tapovan Express,Nanded,Mumbai Cst,20
17617,Tapovan Express,Mumbai Cst,Nanded,20
19045,Tapti Ganga Express,Surat,Chhapra,20
19046,Tapti Ganga Express,Chhapra,Surat,20
18183,Tata Dnr Express,Tatanagar Junction,Danapur,20
18189,Tata Allp Express,Tatanagar Junction,Alleppey,20
13511,Tata Asn Express,Tatanagar Junction,Asansol Junction,20
58113,Tata Bsp Passenger,Tatanagar Junction,Bilaspur Junction,20
18181,Tata Cpr Express,Tatanagar Junction,Katihar Junction,20
8181,Tata Cpr Special,Tatanagar Junction,Chhapra,20
58111,Tata Itr Passenger,Tatanagar Junction,Itwari,20
18101,Tata Jat Express,Tatanagar Junction,Jammu Tawi,20
18515,Tata Vskp Express,Tatanagar Junction,Vishakapatnam,20
8515,Tata Vskp Special,Tatanagar Junction,Vishakapatnam,20
18111,Tata Ypr Express,Tatanagar Junction,Yesvantpur Junction,20
12889,Tata Ypr Express,Tatanagar Junction,Yesvantpur Junction,20
13512,Tatanagar Express,Asansol Junction,Tatanagar Junction,20
16106,Tcn Chennai Express,Tiruchendur,Chennai Egmore,20
1092,Teachers Special,Varanasi Junction,Mumbai Cst,20
1076,Teachers Special,Varanasi Junction,Mumbai Cst,20
23142,Teesta Torsa Express,Haldibari,Sealdah,20
17035,Telangana Express,Secunderabad Junction,Sirpur Kagazngr,20
17036,Telangana Express,Sirpur Kagazngr,Secunderabad Junction,20
22630,Ten Dr Express,Tirunelveli,Dadar,20
6709,Ten Express,Chennai Egmore,Tirunelveli,20
6715,Ten Express,Chennai Egmore,Tirunelveli,20
1068,Ten Ltt Express,Tirunelveli,Lokmanyatilak T,20
22620,Ten Bilaspur Express,Tirunelveli,Bilaspur Junction,20
12788,Ten Bilaspur Express,Tirunelveli,Bilaspur Junction,20
16787,Ten Jammu Express,Tirunelveli,Jammu Tawi,20
6708,Ten Ms Express,Tirunelveli,Chennai Egmore,20
6716,Ten Ms Express,Tirunelveli,Chennai Egmore,20
6714,Ten Ms Express,Tirunelveli,Chennai Egmore,20
608,Ten Ms Premium,Tirunelveli,Chennai Egmore,20
672,Ten Ms Premium,Tirunelveli,Chennai Egmore,20
6746,Ten Ms Premium,Tirunelveli,Chennai Egmore,20
13142,Testa Torsa Express,New Alipurdaur,Sealdah,20
13141,Testa Torsa Express,Sealdah,Haldibari,20
12642,Thirukkural Express,H Nizamuddin,Kanyakumari,20
12614,Tippu Express,Bangalore Cy Junction,Mysore Junction,20
12613,Tippu Express,Mysore Junction,Bangalore Cy Junction,20
13158,Tirhut Express,Muzaffarpur Junction,Kolkata,20
13157,Tirhut Express,Kolkata,Muzaffarpur Junction,20
6571,Tiruchchiexp,Bangalore Cy Junction,Tiruchchirapali,20
16105,Tiruchendur Express,Chennai Egmore,Tiruchendur,20
6057,Tiruchi Express,Chennai Egmore,Tiruchchirapali,20
12641,Tirukkural Express,Kanyakumari,H Nizamuddin,20
17487,Tirumala Express,Tirupati,Vishakapatnam,20
17488,Tirumala Express,Vishakapatnam,Tirupati,20
6515,Tirunelveli Express,Bangalore Cy Junction,Tirunelveli,20
6745,Tirunelveli Express,Chennai Egmore,Tirunelveli,20
6711,Tirunelveli Express,Chennai Egmore,Tirunelveli,20
6705,Tirunelveli Express,Chennai Egmore,Tirunelveli,20
6703,Tirunelveli Express,Chennai Egmore,Tirunelveli,20
22627,Tirunelveli Express,Tiruchchirapali,Tirunelveli,20
6713,Tirunelveli Express,Chennai Egmore,Tirunelveli,20
11021,Tirunelveli Express,Dadar,Tirunelveli,20
7506,Tirupathi Express,Kollam Junction,Tirupati,20
12543,Tirupathi Express,Yesvantpur Junction,Banaswadi,20
22617,Tirupathi Express,Bangalore Cy Junction,Tirupati,20
16053,Tirupathi Express,Chennai Central,Tirupati,20
22616,Tirupathi Express,Coimbatore Junction,Tirupati,20
16203,Tirupathy Express,Chennai Central,Tirupati,20
17408,Tirupati Express,Mannargudi,Tirupati,20
17418,Tirupati Express,Sainagar Shirdi,Tirupati,20
56213,Tirupati Passenger,Chamarajanagar,Tirupati,20
57258,Tirupati Psgr,Kakinada Port,Tirupati,20
16611,Tn Cbe Link Express,Tuticorin,Coimbatore Junction,20
16130,Tn Ms Link Express,Tuticorin,Chennai Egmore,20
22628,Tpj Express,Tirunelveli,Tiruchchirapali,20
7504,Tpty Awb Special,Tirupati,Aurangabad,20
22618,Tpty Sbc Express,Tirupati,Bangalore Cy Junction,20
7407,Tpty Adb Special,Tirupati,Adilabad,20
12765,Tpty Ami Superfast Express,Tirupati,Amravati,20
7406,Tpty Awb Special,Tirupati,Aurangabad,20
7410,Tpty Awb Special,Tirupati,Aurangabad,20
22872,Tpty Bbs Express,Tirupati,Bhubaneswar,20
22880,Tpty Bbs Superfast Express,Tirupati,Bhubaneswar,20
2872,Tpty Bbs Superfast Special,Tirupati,Bhubaneswar,20
8472,Tpty Bbs Special,Tirupati,Bhubaneswar,20
17482,Tpty Bsp Express,Tirupati,Bilaspur Junction,20
22615,Tpty Cbe Express,Tirupati,Coimbatore Junction,20
56214,Tpty Cmnr Passenger,Tirupati,Chamarajanagar,20
22120,Tpty Double Dec,Kacheguda,Tirupati,20
7230,Tpty Gnt Special,Secunderabad Junction,Kochuveli,20
57477,Tpty Gtl Passenger,Tirupati,Guntakal Junction,20
7146,Tpty Kcg Special,Tirupati,Kacheguda,20
12761,Tpty Krmr Express,Tirupati,Karimnagar,20
2761,Tpty Krmr Special,Tirupati,Karimnagar,20
16204,Tpty Mas Express,Tirupati,Chennai Central,20
17401,Tpty Mtm Ns Express,Tirupati,Narasapur,20
17480,Tpty Puri Express,Tirupati,Puri,20
16779,Tpty Rmm Express,Tirupati,Rameswaram,20
2731,Tpty Sc Express,Tirupati,Secunderabad Junction,20
12731,Tpty Sc Express,Tirupati,Secunderabad Junction,20
17417,Tpty Snsi Express,Tirupati,Sainagar Shirdi,20
22856,Tpty Src Superfast Express,Tirupati,Santragachi Junction,20
57274,Tpty Ubl Passenger,Tirupati,Hubli Junction,20
2874,Tpty Vskp Superfast Special,Tirupati,Vishakapatnam,20
12544,Tpty Ypr Express,Tirupati,Yesvantpur Junction,20
14369,Tribeni Express,Singrauli,Bareilly,20
24369,Tribeni Express,Shakti Nagar,Bareilly,20
84369,Tribeni Express,Barwadih Junction,Bareilly,20
16853,Trichy Express,Chennai Egmore,Tiruchchirapali,20
12914,Trishatabdi Express,Nagpur,Indore Junction Bg,20
12913,Trishatabdi Express,Indore Junction Bg,Nagpur,20
16331,Trivandram Express,Mumbai Cst,Trivandrum Cntl,20
6301,Trivandrum Express,Vellankanni,Trivandrum Cntl,20
16348,Trivandrum Express,Mangalore Cntl,Trivandrum Cntl,20
12697,Trivandrum Express,Chennai Central,Trivandrum Cntl,20
16341,Trivandrum Express,Guruvayur,Trivandrum Cntl,20
12695,Trivandrum Express,Chennai Central,Trivandrum Cntl,20
12623,Trivandrum Mail,Chennai Central,Trivandrum Cntl,20
14370,Triveni Express,Bareilly,Barwadih Junction,20
24370,Triveni Express,Bareilly,Barwadih Junction,20
12432,Trivndrm Rajdhani,H Nizamuddin,Trivandrum Cntl,20
11069,Tulsi Express,Lokmanyatilak T,Allahabad Junction,20
11070,Tulsi Express,Allahabad Junction,Lokmanyatilak T,20
17608,Tungabhadra Express,Kurnool Town,Secunderabad Junction,20
17023,Tungabhadra Express,Secunderabad Junction,Kurnool Town,20
17607,Tungabhadra Express,Secunderabad Junction,Kurnool Town,20
17024,Tungabhadra Express,Kurnool Town,Secunderabad Junction,20
16236,Tuticorin Express,Mysore Junction,Tuticorin,20
6007,Tuticorin Express,Chennai Central,Tuticorin,20
6035,Tuticorin Express,Chennai Egmore,Tuticorin,20
2660,Tvc Bnc Premium,Trivandrum Cntl,Bangalore Cant,20
12698,Tvc Chennai Express,Trivandrum Cntl,Chennai Central,20
12696,Tvc Chennai Express,Trivandrum Cntl,Chennai Central,20
6305,Tvc Hyb Express,Trivandrum Cntl,Hyderabad Decan,20
642,Tvc Kyq Premium,Trivandrum Cntl,Kamakhya,20
601,Tvc Mas Premium,Trivandrum Cntl,Chennai Central,20
648,Tvc Mas Premium,Trivandrum Cntl,Chennai Central,20
602,Tvc Mas Premium,Trivandrum Cntl,Chennai Central,20
22655,Tvc Nzm Express,Trivandrum Cntl,H Nizamuddin,20
6302,Tvc Vlnk Express,Trivandrum Cntl,Vellankanni,20
13008,U A Toofan Express,Shri Ganganagar,Kalka,20
13007,U Abhatoofan Express,Howrah Junction,Shri Ganganagar,20
12448,U P Sampark Kranti,H Nizamuddin,Khajuraho,20
12447,U P Sampark Kranti,Manikpur Junction,H Nizamuddin,20
56137,Uam Mtp Passenger,Udagamandalam,Metupalaiyam,20
56139,Uam Onr Passenger,Udagamandalam,Coonoor,20
7328,Ubl Bgm Express,Hubli Junction,Belgaum,20
56502,Ubl Bza Passenger,Hubli Junction,Vijayawada Junction,20
17314,Ubl Chennai Express,Hubli Junction,Chennai Central,20
17321,Ubl Ltt Express,Hubli Junction,Lokmanyatilak T,20
11048,Ubl Mrj Express,Hubli Junction,Miraj Junction,20
7319,Ubl Sc Express,Hubli Junction,Secunderabad Junction,20
57273,Ubl Tirupati Passenger,Hubli Junction,Tirupati,20
6948,Ubl Vsg Link Express,Hubli Junction,Vasco Da Gama,20
2648,Ubl Ypr Express,Hubli Junction,Yesvantpur Junction,20
19329,Udaipur City Express,Indore Junction Bg,Udaipur City,20
19657,Udaipur City Express,Indore Junction Bg,Udaipur City,20
12944,Udhyogkarmi Express,Kanpur Central,Valsad,20
9049,Udn Ami Passenger Special,Udhna Junction,Amravati,20
4702,Udn Bkn Ac Special,Udhna Junction,Bikaner Junction,20
1454,Udn Ngp Special,Udhna Junction,Nagpur,20
19057,Udn Varanasi Express,Udhna Junction,Varanasi Junction,20
11302,Udyan Express,Bangalore Cy Junction,Mumbai Cst,20
11301,Udyan Express,Mumbai Cst,Bangalore Cy Junction,20
16529,Udyan Express,Mumbai Cst,Bangalore Cy Junction,20
12173,Udyog Nagri Express,Lokmanyatilak T,Partapgarh Junction,20
12174,Udyog Nagri Express,Partapgarh Junction,Lokmanyatilak T,20
12943,Udyogkarmi Express,Valsad,Kanpur Central,20
19943,Udz Adi Express,Udaipur City,Ahmedabad Junction,20
12996,Udz Bdts Superfast Express,Udaipur City,Bandra Terminus,20
22902,Udz Bdts Superfast,Udaipur City,Bandra Terminus,20
19330,Udz Indb Express,Udaipur City,Indore Junction Bg,20
19658,Udz Indb Express,Udaipur City,Indore Junction Bg,20
12991,Udz Jp Express,Udaipur City,Jaipur,20
9722,Udz Jp Superfast Special,Udaipur City,Jaipur,20
19666,Udz Kurj Express,Udaipur City,Khajuraho,20
12966,Udz Kurj Superfast,Udaipur City,Khajuraho,20
9608,Udz Ndt Special,Udaipur City,Nathdwara,20
19601,Udz Njp Express,Udaipur City,New Jalpaiguri,20
19660,Udz Shm Express,Udaipur City,Shalimar,20
22901,Udz Super Fast,Bandra Terminus,Udaipur City,20
12064,Uhl Hw Link Jsh,Una Himachal,Haridwar Junction,20
12057,Uhl Janshatabdi,New Delhi,Una Himachal,20
22458,Uhl Ned Superfast Express,Una Himachal,Nanded,20
4114,Uhp Ald Special,Udhampur,Allahabad Junction,20
4052,Uhp Anvt Special,Udhampur,Anand Vihar Trm,20
4404,Uhp Anvt Special,Udhampur,Anand Vihar Trm,20
4210,Uhp Bsb Special,Udhampur,Varanasi Junction,20
14156,Uhp Cnb Express,Udhampur,Kanpur Central,20
22402,Uhp Dee Ac Superfast,Udhampur,Delhi S Rohilla,20
4036,Uhp Dee Special,Udhampur,Delhi S Rohilla,20
19806,Uhp Kota Express,Udhampur,Kota Junction,20
9806,Uhp Kota Special,Udhampur,Kota Junction,20
4034,Uhp Ndls Ac Special,Udhampur,New Delhi,20
4056,Uhp Ndls Special,Udhampur,New Delhi,20
14309,Ujjaini Express,Ujjain Junction,Dehradun,20
14310,Ujjaiyani Express,Dehradun,Ujjain Junction,20
52975,Ujn Ak F Passenger,Ujjain Junction,Akola Junction,20
14522,Umb Dli Express,Ambala Cant Junction,Delhi,20
14526,Umb Intercity,Shri Ganganagar,Ambala Cant Junction,20
14524,Umb Mfp Express,Ambala Cant Junction,Muzaffarpur Junction,20
14218,Unchahar Express,Chandigarh,Allahabad Junction,20
14217,Unchahar Express,Allahabad Junction,Chandigarh,20
12328,Upasana Express,Dehradun,Howrah Junction,20
12327,Upasana Express,Howrah Junction,Dehradun,20
18477,Utkal Express,Puri,Haridwar Junction,20
15036,Utr Samprk K Express,Kathgodam,Delhi,20
15035,Utr Samprk K Express,Delhi,Ramnagar,20
18191,Utsarg Express,Chhapra,Farrukhabad,20
18192,Utsarg Express,Farrukhabad,Chhapra,20
13147,Uttar Banga Express,Sealdah,New Cooch Behar,20
13148,Uttar Banga Express,New Cooch Behar,Sealdah,20
12446,Uttar S Kranti,Udhampur,New Delhi,20
12445,Uttar S Kranti,New Delhi,Udhampur,20
19565,Uttaranchal Express,Okha,Dehradun,20
19566,Uttaranchal Express,Dehradun,Okha,20
16183,Uzhavan Express,Chennai Egmore,Thanjavur,20
16184,Uzhavan Express,Thanjavur,Chennai Egmore,20
12927,Vadodara Express,Mumbai Central,Vadodara Junction,20
12928,Vadodara Express,Vadodara Junction,Mumbai Central,20
12636,Vaigai Express,Madurai Junction,Chennai Egmore,20
12635,Vaigai Express,Chennai Egmore,Madurai Junction,20
12554,Vaishali Express,New Delhi,Barauni Junction,20
12553,Vaishali Express,Barauni Junction,New Delhi,20
13403,Vananchal Express,Ranchi,Bhagalpur,20
13404,Vananchal Express,Bhagalpur,Ranchi,20
16303,Vanchinad Express,Eranakulam Junction,Trivandrum Cntl,20
16304,Vanchinad Express,Trivandrum Cntl,Eranakulam Junction,20
24228,Varuna Express,Kanpur Central,Varanasi Junction,20
14228,Varuna Express,Lucknow Nr,Varanasi Junction,20
14227,Varuna Express,Varanasi Junction,Lucknow Nr,20
24227,Varuna Express,Varanasi Junction,Kanpur Central,20
17315,Velankanni Express,Vasco Da Gama,Vellankanni,20
16185,Velankanni Express,Chennai Egmore,Vellankanni,20
16186,Velankanni Express,Vellankanni,Chennai Egmore,20
16301,Venad Express,Shoranur Junction,Trivandrum Cntl,20
16302,Venad Express,Trivandrum Cntl,Shoranur Junction,20
12798,Venkatadri Express,Chittor,Kacheguda,20
12797,Venkatadri Express,Kacheguda,Chittor,20
16334,Veraval Express,Trivandrum Cntl,Veraval,20
11087,Veraval Pune Express,Veraval,Pune Junction,20
12333,Vibhuti Express,Howrah Junction,Allahabad City,20
12334,Vibhuti Express,Allahabad City,Howrah Junction,20
12105,Vidarbha Express,Mumbai Cst,Gondia Junction,20
